,score,riemann_sum,trapezoid,wikipedia_adaptive,new_adaptive_linear,new_adaptive_exponential
riemann_sum,15.012237877013172,0.0004621900006895885,,,,
riemann_sum,15.02977153060212,0.00036684199949377216,,,,
riemann_sum,15.047221357967205,0.0003661520004243357,,,,
riemann_sum,15.064586151687195,0.000366750000466709,,,,
riemann_sum,15.08186469938091,0.00036844799979007803,,,,
riemann_sum,15.09905578379569,0.00036958300006517675,,,,
riemann_sum,15.116158182897976,0.00036975700095354114,,,,
riemann_sum,15.133170669966415,0.00037892799991823267,,,,
riemann_sum,15.150092013686825,0.00037098500069987494,,,,
riemann_sum,15.166920978248896,0.0003687449989229208,,,,
riemann_sum,15.183656323445641,0.0003662939998321235,,,,
riemann_sum,15.200296804774592,0.0004741549983009463,,,,
riemann_sum,15.216841173541551,0.0003659860012703575,,,,
riemann_sum,15.233288176965923,0.0003675400002975948,,,,
riemann_sum,15.2496365582888,0.0004792580002686009,,,,
riemann_sum,15.265885056882436,0.0003663499992399011,,,,
riemann_sum,15.282032408363158,0.00036635300057241693,,,,
riemann_sum,15.298077344704906,0.0003670960013550939,,,,
riemann_sum,15.314018594356382,0.00043042200013587717,,,,
riemann_sum,15.329854882359221,0.000368562999938149,,,,
riemann_sum,15.345584930469393,0.00036632099909184035,,,,
riemann_sum,15.361207457279976,0.0003661249993456295,,,,
riemann_sum,15.376721178346394,0.0003663569987111259,,,,
riemann_sum,15.39212480631396,0.00036629900023399387,,,,
riemann_sum,15.407417051047675,0.0004310530002840096,,,,
riemann_sum,15.422596619764072,0.0003660379989014473,,,,
riemann_sum,15.437662217164887,0.0003662230010377243,,,,
riemann_sum,15.452612545573734,0.0003714779995789286,,,,
riemann_sum,15.467446305074319,0.0003703820002556313,,,,
riemann_sum,15.482162193651067,0.00037854299989703577,,,,
riemann_sum,15.496758907332099,0.0006446839997806819,,,,
riemann_sum,15.511235140333518,0.00041880200114974286,,,,
riemann_sum,15.525589585207543,0.00036625199936679564,,,,
riemann_sum,15.539820932990919,0.0003725949991348898,,,,
riemann_sum,15.553927873356558,0.00036847899900749326,,,,
riemann_sum,15.567909094767282,0.0003679849996842677,,,,
riemann_sum,15.581763284631204,0.0003730770004040096,,,,
riemann_sum,15.595489129459942,0.00036667600033979397,,,,
riemann_sum,15.609085315027812,0.0003717599993251497,,,,
riemann_sum,15.62255052653452,0.0003682569986267481,,,,
riemann_sum,15.635883448768698,0.0003660449983726721,,,,
riemann_sum,15.649082766274322,0.00037470899951586034,,,,
riemann_sum,15.662147163518798,0.00037496400000236463,,,,
riemann_sum,15.675075325062817,0.00037813699964317493,,,,
riemann_sum,15.687865935733154,0.0004400239995447919,,,,
riemann_sum,15.70051768079626,0.0004192630003672093,,,,
riemann_sum,15.713029246134766,0.0003757679987757001,,,,
riemann_sum,15.725399318425392,0.0003860180004267022,,,,
riemann_sum,15.73762658531874,0.0003664390005724272,,,,
riemann_sum,15.749709735622082,0.00040556500061939005,,,,
riemann_sum,15.761647459481864,0.0003661459995782934,,,,
riemann_sum,15.773438448570236,0.00042943500011460856,,,,
riemann_sum,15.785081396272341,0.00039611700049135834,,,,
riemann_sum,15.79657499787551,0.00037433000034070574,,,,
riemann_sum,15.80791795076012,0.000392470999940997,,,,
riemann_sum,15.82326642060848,0.00039971600017452147,,,,
riemann_sum,15.845181026369962,0.0004070089999004267,,,,
riemann_sum,15.867006905215012,0.0003994839989900356,,,,
riemann_sum,15.888742441127848,0.00042044099973281845,,,,
riemann_sum,15.910386008886556,0.0004093690004083328,,,,
riemann_sum,15.931935974171173,0.00042994799878215417,,,,
riemann_sum,15.953390693676402,0.0004021559998363955,,,,
riemann_sum,15.97474851522728,0.0005082569987280294,,,,
riemann_sum,15.99600777789925,0.00039977000051294453,,,,
riemann_sum,16.017166812141415,0.0004136419993301388,,,,
riemann_sum,16.03822393990429,0.00039418199958163314,,,,
