,score,riemann_sum,trapezoid,wikipedia_adaptive,new_adaptive_linear,new_adaptive_exponential
riemann_sum,15.00461083654819,0.22026680999999826,,,,
riemann_sum,15.019127729899195,0.21779642799998555,,,,
riemann_sum,15.033838724509264,0.22091904899997417,,,,
riemann_sum,15.048920238703872,0.218283380999992,,,,
riemann_sum,15.0639506519591,0.240227171999976,,,,
riemann_sum,15.078952968873205,0.237903163999988,,,,
riemann_sum,15.093944645529028,0.22050674199999776,,,,
riemann_sum,15.108937412128645,0.22167516300001466,,,,
riemann_sum,15.123937259949495,0.22113217200001145,,,,
riemann_sum,15.13894426345095,0.22081555599999092,,,,
riemann_sum,15.153952792873149,0.221604880000001,,,,
riemann_sum,15.16895103239799,0.2333830229999876,,,,
riemann_sum,15.183921394376236,0.22969826499999613,,,,
riemann_sum,15.198840194536038,0.2394301319999954,,,,
riemann_sum,15.214127368837769,0.2203808780000145,,,,
riemann_sum,15.229617059174675,0.23119896100001824,,,,
riemann_sum,15.245058679896129,0.22617829499998265,,,,
riemann_sum,15.260404043409494,0.23666069300000458,,,,
riemann_sum,15.27559850515571,0.22956059399999162,,,,
riemann_sum,15.290581118610094,0.2250014159999978,,,,
riemann_sum,15.305923067528626,0.22553150999999616,,,,
riemann_sum,15.321717675600194,0.22666493999997783,,,,
riemann_sum,15.337191955752282,0.22952192599998966,,,,
riemann_sum,15.352258867563473,0.23893909999998186,,,,
riemann_sum,15.367813942390727,0.22726207200000204,,,,
riemann_sum,15.383679625438996,0.2328306619999978,,,,
riemann_sum,15.398951359281181,0.23401966599999469,,,,
riemann_sum,15.414442567537298,0.23390891200000397,,,,
riemann_sum,15.430424913684536,0.23685448199998405,,,,
riemann_sum,15.445566321217575,0.23347257699998636,,,,
riemann_sum,15.461639224781552,0.2279723349999756,,,,
riemann_sum,15.477283628146017,0.22694642199999748,,,,
riemann_sum,15.492884829384035,0.22313355800000068,,,,
riemann_sum,15.50890390845337,0.23067826799999125,,,,
riemann_sum,15.524347152725507,0.22924497400001087,,,,
riemann_sum,15.540557782260366,0.22770267000001354,,,,
riemann_sum,15.556104280602238,0.2240819090000059,,,,
riemann_sum,15.57226719892673,0.22898158399999602,,,,
riemann_sum,15.588124603488797,0.2259303649999822,,,,
riemann_sum,15.603943554717711,0.23224531599998954,,,,
riemann_sum,15.620264535663972,0.23204018700002393,,,,
riemann_sum,15.635693842510815,0.23379989899999032,,,,
riemann_sum,15.652266385547025,0.22520032600002082,,,,
riemann_sum,15.66840431490068,0.23476157099997863,,,,
riemann_sum,15.683923042722652,0.2314274530000091,,,,
riemann_sum,15.700614153149555,0.22794988399999738,,,,
riemann_sum,15.71695895912566,0.23267256299999417,,,,
riemann_sum,15.732893940095767,0.2347128140000052,,,,
riemann_sum,15.748865929505572,0.22778575899999964,,,,
riemann_sum,15.765612938717691,0.22794557100002066,,,,
riemann_sum,15.782094301908783,0.23091869599997494,,,,
riemann_sum,15.798384704710921,0.24136816299997577,,,,
riemann_sum,15.814551552778191,0.24321763699998655,,,,
riemann_sum,15.830654885829889,0.24739620299999387,,,,
riemann_sum,15.847218543440427,0.2467835680000121,,,,
riemann_sum,15.863945886945427,0.25507423499999504,,,,
riemann_sum,15.880618820721775,0.23494258799999557,,,,
riemann_sum,15.897266600940846,0.22977428400000122,,,,
riemann_sum,15.913911014559323,0.23591465199999107,,,,
riemann_sum,15.930565812098926,0.23745887100000118,,,,
riemann_sum,15.947236936564188,0.23217624199998,,,,
riemann_sum,15.963922299058822,0.233209592999998,,,,
riemann_sum,15.980611707320998,0.24015513200001237,,,,
riemann_sum,15.997286849908475,0.23532265700001176,,,,
riemann_sum,16.01392102750329,0.23407595199998354,,,,
riemann_sum,16.030479410115944,0.23347384100000568,,,,
riemann_sum,16.047653392384923,0.24072493699998176,,,,
riemann_sum,16.06486097689081,0.23417640200000278,,,,
riemann_sum,16.08196779493597,0.23592215200000055,,,,
riemann_sum,16.09890506242605,0.2315017439999849,,,,
riemann_sum,16.115595189919034,0.23653678499999842,,,,
riemann_sum,16.132588427399494,0.25036837199999695,,,,
riemann_sum,16.150114936224412,0.24454650600000605,,,,
riemann_sum,16.167240885134426,0.23638387200000466,,,,
riemann_sum,16.183853167463113,0.24131665900000598,,,,
riemann_sum,16.201550919474503,0.2531357029999981,,,,
riemann_sum,16.218892771448484,0.2511241219999931,,,,
riemann_sum,16.235473280592448,0.2382940170000154,,,,
riemann_sum,16.25351952313995,0.23750710200002345,,,,
riemann_sum,16.270616279433114,0.2379125679999845,,,,
riemann_sum,16.28811605638231,0.23564634299998488,,,,
riemann_sum,16.305608484452485,0.23833345099998837,,,,
riemann_sum,16.322923089133567,0.24260863799997878,,,,
riemann_sum,16.34060331832849,0.24539668700001016,,,,
riemann_sum,16.358036245499697,0.23934429600001295,,,,
riemann_sum,16.37562084409663,0.2388675739999826,,,,
riemann_sum,16.393402867612135,0.2657007819999819,,,,
riemann_sum,16.410531437109952,0.24864163500001268,,,,
riemann_sum,16.428818979610966,0.24982055600000308,,,,
